file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [14-Apr-2025 15:49:22 UTC] PHP Warning:  include_once(/wordpress/wp-content/plugins/extra_user_field/extra_user_field_options.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 12
[14-Apr-2025 15:49:22 UTC] PHP Warning:  include_once(): Failed opening '/wordpress/wp-content/plugins/extra_user_field/extra_user_field_options.php' for inclusion (include_path='.:') in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 12
[14-Apr-2025 15:49:22 UTC] PHP Warning:  include_once(/wordpress/wp-content/plugins/extra_user_field/extra_user_field_class.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 13
[14-Apr-2025 15:49:22 UTC] PHP Warning:  include_once(): Failed opening '/wordpress/wp-content/plugins/extra_user_field/extra_user_field_class.php' for inclusion (include_path='.:') in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 13
[14-Apr-2025 15:49:23 UTC] PHP Warning:  include_once(/wordpress/wp-content/plugins/extra_user_field/extra_user_field_options.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 12
[14-Apr-2025 15:49:23 UTC] PHP Warning:  include_once(): Failed opening '/wordpress/wp-content/plugins/extra_user_field/extra_user_field_options.php' for inclusion (include_path='.:') in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 12
[14-Apr-2025 15:49:23 UTC] PHP Warning:  include_once(/wordpress/wp-content/plugins/extra_user_field/extra_user_field_class.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 13
[14-Apr-2025 15:49:23 UTC] PHP Warning:  include_once(): Failed opening '/wordpress/wp-content/plugins/extra_user_field/extra_user_field_class.php' for inclusion (include_path='.:') in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 13
[14-Apr-2025 15:49:31 UTC] PHP Warning:  include_once(/wordpress/wp-content/plugins/extra_user_field/extra_user_field_options.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 12
[14-Apr-2025 15:49:31 UTC] PHP Warning:  include_once(): Failed opening '/wordpress/wp-content/plugins/extra_user_field/extra_user_field_options.php' for inclusion (include_path='.:') in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 12
[14-Apr-2025 15:49:31 UTC] PHP Warning:  include_once(/wordpress/wp-content/plugins/extra_user_field/extra_user_field_class.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 13
[14-Apr-2025 15:49:31 UTC] PHP Warning:  include_once(): Failed opening '/wordpress/wp-content/plugins/extra_user_field/extra_user_field_class.php' for inclusion (include_path='.:') in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 13
[14-Apr-2025 15:49:32 UTC] PHP Warning:  include_once(/wordpress/wp-content/plugins/extra_user_field/extra_user_field_options.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 12
[14-Apr-2025 15:49:32 UTC] PHP Warning:  include_once(): Failed opening '/wordpress/wp-content/plugins/extra_user_field/extra_user_field_options.php' for inclusion (include_path='.:') in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 12
[14-Apr-2025 15:49:32 UTC] PHP Warning:  include_once(/wordpress/wp-content/plugins/extra_user_field/extra_user_field_class.php): Failed to open stream: No such file or directory in /wordpress/wp-content/plugins/transworld-extra-user-field/extra_user_field.php on line 13
