file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [08-Jul-2025 15:30:59 UTC] PHP Warning:  Undefined variable $banks_options in /wordpress/wp-content/plugins/magic-post-voice/magic_post_voice.php on line 82
[08-Jul-2025 15:30:59 UTC] PHP Warning:  Undefined variable $cron_options in /wordpress/wp-content/plugins/magic-post-voice/magic_post_voice.php on line 82
[08-Jul-2025 15:31:07 UTC] PHP Warning:  Undefined variable $banks_options in /wordpress/wp-content/plugins/magic-post-voice/magic_post_voice.php on line 82
[08-Jul-2025 15:31:07 UTC] PHP Warning:  Undefined variable $cron_options in /wordpress/wp-content/plugins/magic-post-voice/magic_post_voice.php on line 82
[08-Jul-2025 15:31:17 UTC] PHP Warning:  Undefined variable $banks_options in /wordpress/wp-content/plugins/magic-post-voice/magic_post_voice.php on line 82
[08-Jul-2025 15:31:17 UTC] PHP Warning:  Undefined variable $cron_options in /wordpress/wp-content/plugins/magic-post-voice/magic_post_voice.php on line 82
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/inc/admin.php on line 48
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_with" in /wordpress/wp-content/plugins/magic-scroller/inc/admin.php on line 49
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_border" in /wordpress/wp-content/plugins/magic-scroller/inc/admin.php on line 52
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_color" in /wordpress/wp-content/plugins/magic-scroller/inc/admin.php on line 53
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scrollerr_hover_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/inc/admin.php on line 56
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 38
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_with" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 39
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_border" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 42
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 43
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_hover_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 46
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 38
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_with" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 39
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_border" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 42
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 43
[08-Jul-2025 15:31:27 UTC] PHP Warning:  Undefined array key "magic_scroller_hover_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 46
[08-Jul-2025 15:31:27 UTC] PHP Deprecated:  Function load_plugin_textdomain was called with an argument that is <strong>deprecated</strong> since version 2.7.0 with no alternative available. in /wordpress/wp-includes/functions.php on line 6121
[08-Jul-2025 15:31:36 UTC] PHP Warning:  Undefined array key "magic_scroller_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/inc/admin.php on line 48
[08-Jul-2025 15:31:36 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_with" in /wordpress/wp-content/plugins/magic-scroller/inc/admin.php on line 49
[08-Jul-2025 15:31:36 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_border" in /wordpress/wp-content/plugins/magic-scroller/inc/admin.php on line 52
[08-Jul-2025 15:31:36 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_color" in /wordpress/wp-content/plugins/magic-scroller/inc/admin.php on line 53
[08-Jul-2025 15:31:36 UTC] PHP Warning:  Undefined array key "magic_scrollerr_hover_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/inc/admin.php on line 56
[08-Jul-2025 15:31:36 UTC] PHP Warning:  Undefined array key "magic_scroller_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 38
[08-Jul-2025 15:31:36 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_with" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 39
[08-Jul-2025 15:31:36 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_border" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 42
[08-Jul-2025 15:31:36 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 43
[08-Jul-2025 15:31:36 UTC] PHP Warning:  Undefined array key "magic_scroller_hover_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 46
[08-Jul-2025 15:31:37 UTC] PHP Warning:  Undefined array key "magic_scroller_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 38
[08-Jul-2025 15:31:37 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_with" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 39
[08-Jul-2025 15:31:37 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_border" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 42
[08-Jul-2025 15:31:37 UTC] PHP Warning:  Undefined array key "magic_scroller_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 43
[08-Jul-2025 15:31:37 UTC] PHP Warning:  Undefined array key "magic_scroller_hover_back_sc_color" in /wordpress/wp-content/plugins/magic-scroller/magic-scroller.php on line 46
[08-Jul-2025 15:31:37 UTC] PHP Deprecated:  Function load_plugin_textdomain was called with an argument that is <strong>deprecated</strong> since version 2.7.0 with no alternative available. in /wordpress/wp-includes/functions.php on line 6121
