file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [10-Jun-2025 08:58:58 UTC] PHP Deprecated:  Required parameter $text follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-shortcodes.php on line 222
[10-Jun-2025 08:58:58 UTC] PHP Deprecated:  Required parameter $text follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-shortcodes.php on line 241
[10-Jun-2025 08:58:58 UTC] PHP Deprecated:  Required parameter $text follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-shortcodes.php on line 261
[10-Jun-2025 08:58:58 UTC] PHP Deprecated:  Required parameter $text follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-shortcodes.php on line 269
[10-Jun-2025 08:58:58 UTC] PHP Deprecated:  Required parameter $text follows optional parameter $vals in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-shortcodes.php on line 586
[10-Jun-2025 08:58:58 UTC] PHP Deprecated:  Required parameter $text follows optional parameter $vals in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-shortcodes.php on line 601
[10-Jun-2025 08:58:58 UTC] PHP Deprecated:  Required parameter $content follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-bxslider.php on line 133
[10-Jun-2025 08:58:58 UTC] PHP Deprecated:  Required parameter $content follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-bxslider.php on line 184
[10-Jun-2025 08:58:58 UTC] PHP Deprecated:  Required parameter $content follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-bxslider.php on line 202
[10-Jun-2025 08:58:58 UTC] PHP Deprecated:  Required parameter $content follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-bxslider.php on line 235
[10-Jun-2025 08:58:59 UTC] PHP Deprecated:  Required parameter $text follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-shortcodes.php on line 222
[10-Jun-2025 08:58:59 UTC] PHP Deprecated:  Required parameter $text follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-shortcodes.php on line 241
[10-Jun-2025 08:58:59 UTC] PHP Deprecated:  Required parameter $text follows optional parameter $args in /wordpress/wp-content/plugins/aspen-shortcodes-and-widgets/includes/atw-shortcodes.php on line 261
