file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [14-May-2025 22:46:17 UTC] PHP Warning:  Undefined array key "editpluginname" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 22
[14-May-2025 22:46:17 UTC] PHP Warning:  Undefined array key "editplugindescription" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 23
[14-May-2025 22:46:17 UTC] PHP Warning:  Undefined array key "editpluginsave" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 26
[14-May-2025 22:46:17 UTC] PHP Warning:  Undefined array key "editpluginreset" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 49
[14-May-2025 22:46:17 UTC] PHP Warning:  Undefined array key "resetplugins" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 56
[14-May-2025 22:46:18 UTC] PHP Warning:  Undefined array key "editpluginname" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 22
[14-May-2025 22:46:18 UTC] PHP Warning:  Undefined array key "editplugindescription" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 23
[14-May-2025 22:46:18 UTC] PHP Warning:  Undefined array key "editpluginsave" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 26
[14-May-2025 22:46:18 UTC] PHP Warning:  Undefined array key "editpluginreset" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 49
[14-May-2025 22:46:18 UTC] PHP Warning:  Undefined array key "resetplugins" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 56
[14-May-2025 22:46:27 UTC] PHP Warning:  Undefined array key "editpluginname" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 22
[14-May-2025 22:46:27 UTC] PHP Warning:  Undefined array key "editplugindescription" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 23
[14-May-2025 22:46:27 UTC] PHP Warning:  Undefined array key "editpluginsave" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 26
[14-May-2025 22:46:27 UTC] PHP Warning:  Undefined array key "editpluginreset" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 49
[14-May-2025 22:46:27 UTC] PHP Warning:  Undefined array key "resetplugins" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 56
[14-May-2025 22:46:28 UTC] PHP Warning:  Undefined array key "editpluginname" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 22
[14-May-2025 22:46:28 UTC] PHP Warning:  Undefined array key "editplugindescription" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 23
[14-May-2025 22:46:28 UTC] PHP Warning:  Undefined array key "editpluginsave" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 26
[14-May-2025 22:46:28 UTC] PHP Warning:  Undefined array key "editpluginreset" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 49
[14-May-2025 22:46:28 UTC] PHP Warning:  Undefined array key "resetplugins" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 56
[14-May-2025 22:46:35 UTC] PHP Warning:  Undefined array key "editpluginname" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 22
[14-May-2025 22:46:35 UTC] PHP Warning:  Undefined array key "editplugindescription" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 23
[14-May-2025 22:46:35 UTC] PHP Warning:  Undefined array key "editpluginsave" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 26
[14-May-2025 22:46:35 UTC] PHP Warning:  Undefined array key "editpluginreset" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 49
[14-May-2025 22:46:35 UTC] PHP Warning:  Undefined array key "resetplugins" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 56
[14-May-2025 22:46:36 UTC] PHP Warning:  Undefined array key "editpluginname" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 22
[14-May-2025 22:46:36 UTC] PHP Warning:  Undefined array key "editplugindescription" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 23
[14-May-2025 22:46:36 UTC] PHP Warning:  Undefined array key "editpluginsave" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 26
[14-May-2025 22:46:36 UTC] PHP Warning:  Undefined array key "editpluginreset" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 49
[14-May-2025 22:46:36 UTC] PHP Warning:  Undefined array key "resetplugins" in /wordpress/wp-content/plugins/vipers-plugins-used/vipers_pluginsused.php on line 56
[14-May-2025 22:46:47 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/viral-coming-soon/include-aweber.php on line 30
[14-May-2025 22:46:47 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/viral-coming-soon/include-custom-html.php on line 135
[14-May-2025 22:46:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/viral-coming-soon/include-aweber.php on line 30
[14-May-2025 22:46:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/viral-coming-soon/include-custom-html.php on line 135
[14-May-2025 22:46:48 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/viral-coming-soon/viral_coming_soon.php on line 186
[14-May-2025 22:46:48 UTC] PHP Deprecated:  Required parameter $is_script follows optional parameter $list in /wordpress/wp-content/plugins/viral-coming-soon/admin/ReduxCore/inc/class.redux_cdn.php on line 21
[14-May-2025 22:46:48 UTC] PHP Deprecated:  Required parameter $handle follows optional parameter $register in /wordpress/wp-content/plugins/viral-coming-soon/admin/ReduxCore/inc/class.redux_cdn.php on line 45
[14-May-2025 22:46:48 UTC] PHP Deprecated:  Required parameter $src_cdn follows optional parameter $register in /wordpress/wp-content/plugins/viral-coming-soon/admin/ReduxCore/inc/class.redux_cdn.php on line 45
[14-May-2025 22:46:48 UTC] PHP Deprecated:  Required parameter $deps follows optional parameter $register in /wordpress/wp-content/plugins/viral-coming-soon/admin/ReduxCore/inc/class.redux_cdn.php on line 45
[14-May-2025 22:46:48 UTC] PHP Deprecated:  Required parameter $ver follows optional parameter $register in /wordpress/wp-content/plugins/viral-coming-soon/admin/ReduxCore/inc/class.redux_cdn.php on line 45
[14-May-2025 22:46:48 UTC] PHP Deprecated:  Required parameter $footer_or_media follows optional parameter $register in /wordpress/wp-content/plugins/viral-coming-soon/admin/ReduxCore/inc/class.redux_cdn.php on line 45
[14-May-2025 22:46:48 UTC] PHP Deprecated:  Required parameter $handle follows optional parameter $register in /wordpress/wp-content/plugins/viral-coming-soon/admin/ReduxCore/inc/class.redux_cdn.php on line 100
[14-May-2025 22:46:48 UTC] PHP Deprecated:  Required parameter $src_cdn follows optional parameter $register in /wordpress/wp-content/plugins/viral-coming-soon/admin/ReduxCore/inc/class.redux_cdn.php on line 100
[14-May-2025 22:46:48 UTC] PHP Deprecated:  Required parameter $deps follows optional parameter $register in /wordpress/wp-content/plugins/viral-coming-soon/admin/ReduxCore/inc/class.redux_cdn.php on line 100
[14-May-2025 22:46:48 UTC] PHP Deprecated:  Required parameter $ver follows optional parameter $register in /wordpress/wp-content/plugins/viral-coming-soon/admin/ReduxCore/inc/class.redux_cdn.php on line 100
