file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [29-Apr-2025 05:27:25 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/custom-post-display/DisplayCustomPostsContent.php:176
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('custom-post-dis...')
#2 /internal/eval.php(20): activate_plugin('custom-post-dis...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/custom-post-display/DisplayCustomPostsContent.php on line 176
[29-Apr-2025 05:27:33 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/custom-post-display/DisplayCustomPostsContent.php:176
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('custom-post-dis...')
#2 /internal/eval.php(20): activate_plugin('custom-post-dis...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/custom-post-display/DisplayCustomPostsContent.php on line 176
[29-Apr-2025 05:27:41 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/custom-post-display/DisplayCustomPostsContent.php:176
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('custom-post-dis...')
#2 /internal/eval.php(20): activate_plugin('custom-post-dis...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/custom-post-display/DisplayCustomPostsContent.php on line 176
[29-Apr-2025 05:28:19 UTC] PHP Warning:  Undefined array key "DOCUMENT_ROOT" in /wordpress/wp-content/plugins/capture-and-convert/index.php on line 135
[29-Apr-2025 05:28:19 UTC] PHP Warning:  Undefined array key "SERVER_ADDR" in /wordpress/wp-content/plugins/capture-and-convert/index.php on line 135
[29-Apr-2025 05:28:20 UTC] PHP Warning:  Undefined array key "DOCUMENT_ROOT" in /wordpress/wp-content/plugins/capture-and-convert/index.php on line 135
[29-Apr-2025 05:28:20 UTC] PHP Warning:  Undefined array key "SERVER_ADDR" in /wordpress/wp-content/plugins/capture-and-convert/index.php on line 135
[29-Apr-2025 05:28:21 UTC] PHP Warning:  Undefined variable $return in /wordpress/wp-content/plugins/capture-and-convert/libs/functions.php on line 237
[29-Apr-2025 05:28:21 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/capture-and-convert/libs/functions.php on line 419
[29-Apr-2025 05:28:21 UTC] PHP Warning:  Trying to access array offset on value of type bool in /wordpress/wp-content/plugins/capture-and-convert/libs/functions.php on line 546
[29-Apr-2025 05:28:21 UTC] PHP Warning:  Trying to access array offset on value of type null in /wordpress/wp-content/plugins/capture-and-convert/libs/functions.php on line 476
