file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [18-Jun-2025 11:25:23 UTC] PHP Warning:  Undefined array key 3 in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 175
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Attempt to read property "id" on null in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 175
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Undefined array key 3 in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 177
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Attempt to read property "page_title" on null in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 177
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Undefined array key 3 in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 179
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Attempt to read property "page_content" on null in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 179
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Undefined array key 3 in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 181
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Attempt to read property "status" on null in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 181
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Undefined array key 4 in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 175
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Attempt to read property "id" on null in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 175
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Undefined array key 4 in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 177
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Attempt to read property "page_title" on null in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 177
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Undefined array key 4 in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 179
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Attempt to read property "page_content" on null in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 179
[18-Jun-2025 11:25:23 UTC] PHP Warning:  Undefined array key 4 in /wordpress/wp-content/plugins/wc-klarna-payments-via-stripe-payment-gateway-by-cartdna/pluginFiles/installationHooks.php on line 181
