file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [03-Jul-2025 05:54:36 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 44
[03-Jul-2025 05:54:36 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 78
[03-Jul-2025 05:54:36 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 82
[03-Jul-2025 05:54:36 UTC] PHP Warning:  Undefined array key "HTTP_ACCEPT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 86
[03-Jul-2025 05:54:36 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 89
[03-Jul-2025 05:54:36 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 105
[03-Jul-2025 05:54:47 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 44
[03-Jul-2025 05:54:47 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 78
[03-Jul-2025 05:54:47 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 82
[03-Jul-2025 05:54:47 UTC] PHP Warning:  Undefined array key "HTTP_ACCEPT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 86
[03-Jul-2025 05:54:47 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 89
[03-Jul-2025 05:54:47 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 105
[03-Jul-2025 05:54:57 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 44
[03-Jul-2025 05:54:57 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 78
[03-Jul-2025 05:54:57 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 82
[03-Jul-2025 05:54:57 UTC] PHP Warning:  Undefined array key "HTTP_ACCEPT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 86
[03-Jul-2025 05:54:57 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 89
[03-Jul-2025 05:54:57 UTC] PHP Warning:  Undefined array key "HTTP_USER_AGENT" in /wordpress/wp-content/plugins/website-analytics/helper/utility.php on line 105
[03-Jul-2025 05:55:06 UTC] PHP Warning:  Constant WP_MULTIRATING_POSTEDRATINGS_TABLE already defined in /wordpress/wp-content/plugins/wp-multiratings/wp-constants.php on line 3
