file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [23-Jun-2025 18:58:49 UTC] PHP Deprecated:  Required parameter $extension follows optional parameter $old_file in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 256
[23-Jun-2025 18:58:49 UTC] PHP Warning:  Undefined array key "management_obj" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 24
[23-Jun-2025 18:58:49 UTC] PHP Warning:  Undefined array key "pdfs_db_tbl_name" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 17
[23-Jun-2025 18:58:49 UTC] PHP Warning:  Undefined array key "pdf_upload_path" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 18
[23-Jun-2025 18:58:49 UTC] PHP Warning:  Undefined array key "pdf_upload_folder" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 19
[23-Jun-2025 18:58:50 UTC] PHP Deprecated:  Required parameter $extension follows optional parameter $old_file in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 256
[23-Jun-2025 18:58:50 UTC] PHP Warning:  Undefined array key "management_obj" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 24
[23-Jun-2025 18:58:50 UTC] PHP Warning:  Undefined array key "pdfs_db_tbl_name" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 17
[23-Jun-2025 18:58:50 UTC] PHP Warning:  Undefined array key "pdf_upload_path" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 18
[23-Jun-2025 18:58:50 UTC] PHP Warning:  Undefined array key "pdf_upload_folder" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 19
[23-Jun-2025 18:58:59 UTC] PHP Deprecated:  Required parameter $extension follows optional parameter $old_file in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 256
[23-Jun-2025 18:58:59 UTC] PHP Warning:  Undefined array key "management_obj" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 24
[23-Jun-2025 18:58:59 UTC] PHP Warning:  Undefined array key "pdfs_db_tbl_name" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 17
[23-Jun-2025 18:58:59 UTC] PHP Warning:  Undefined array key "pdf_upload_path" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 18
[23-Jun-2025 18:58:59 UTC] PHP Warning:  Undefined array key "pdf_upload_folder" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 19
[23-Jun-2025 18:59:00 UTC] PHP Deprecated:  Required parameter $extension follows optional parameter $old_file in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 256
[23-Jun-2025 18:59:00 UTC] PHP Warning:  Undefined array key "management_obj" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 24
[23-Jun-2025 18:59:00 UTC] PHP Warning:  Undefined array key "pdfs_db_tbl_name" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 17
[23-Jun-2025 18:59:00 UTC] PHP Warning:  Undefined array key "pdf_upload_path" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 18
[23-Jun-2025 18:59:00 UTC] PHP Warning:  Undefined array key "pdf_upload_folder" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 19
[23-Jun-2025 18:59:09 UTC] PHP Deprecated:  Required parameter $extension follows optional parameter $old_file in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 256
[23-Jun-2025 18:59:09 UTC] PHP Warning:  Undefined array key "management_obj" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 24
[23-Jun-2025 18:59:09 UTC] PHP Warning:  Undefined array key "pdfs_db_tbl_name" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 17
[23-Jun-2025 18:59:09 UTC] PHP Warning:  Undefined array key "pdf_upload_path" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 18
[23-Jun-2025 18:59:09 UTC] PHP Warning:  Undefined array key "pdf_upload_folder" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 19
[23-Jun-2025 18:59:10 UTC] PHP Deprecated:  Required parameter $extension follows optional parameter $old_file in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 256
[23-Jun-2025 18:59:10 UTC] PHP Warning:  Undefined array key "management_obj" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-file.php on line 24
[23-Jun-2025 18:59:10 UTC] PHP Warning:  Undefined array key "pdfs_db_tbl_name" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 17
[23-Jun-2025 18:59:10 UTC] PHP Warning:  Undefined array key "pdf_upload_path" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 18
[23-Jun-2025 18:59:10 UTC] PHP Warning:  Undefined array key "pdf_upload_folder" in /wordpress/wp-content/plugins/bsk-files-manager/inc/bsk-files-manager-settings-support.php on line 19
[23-Jun-2025 19:00:22 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>backstage</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[23-Jun-2025 19:00:34 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>backstage</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[23-Jun-2025 19:00:46 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>backstage</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in /wordpress/wp-includes/functions.php on line 6121
[23-Jun-2025 19:00:55 UTC] PHP Fatal error:  Uncaught TypeError: call_user_func_array(): Argument #1 ($callback) must be a valid callback, non-static method Anderson_Makiyama_Baixar_Apos_Curtir_No_Facebook::activation() cannot be called statically in /wordpress/wp-includes/class-wp-hook.php:324
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#1 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#2 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_baixar...', false)
#3 /internal/eval.php(20): activate_plugin('baixar-apos-cur...')
#4 {main}
  thrown in /wordpress/wp-includes/class-wp-hook.php on line 324
[23-Jun-2025 19:01:04 UTC] PHP Fatal error:  Uncaught TypeError: call_user_func_array(): Argument #1 ($callback) must be a valid callback, non-static method Anderson_Makiyama_Baixar_Apos_Curtir_No_Facebook::activation() cannot be called statically in /wordpress/wp-includes/class-wp-hook.php:324
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#1 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#2 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_baixar...', false)
#3 /internal/eval.php(20): activate_plugin('baixar-apos-cur...')
#4 {main}
  thrown in /wordpress/wp-includes/class-wp-hook.php on line 324
[23-Jun-2025 19:01:12 UTC] PHP Fatal error:  Uncaught TypeError: call_user_func_array(): Argument #1 ($callback) must be a valid callback, non-static method Anderson_Makiyama_Baixar_Apos_Curtir_No_Facebook::activation() cannot be called statically in /wordpress/wp-includes/class-wp-hook.php:324
Stack trace:
#0 /wordpress/wp-includes/class-wp-hook.php(348): WP_Hook->apply_filters('', Array)
#1 /wordpress/wp-includes/plugin.php(517): WP_Hook->do_action(Array)
#2 /wordpress/wp-admin/includes/plugin.php(703): do_action('activate_baixar...', false)
#3 /internal/eval.php(20): activate_plugin('baixar-apos-cur...')
#4 {main}
  thrown in /wordpress/wp-includes/class-wp-hook.php on line 324
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined array key "bcsts_speed" in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 61
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined variable $theme in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 75
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined array key "bcsts_speed" in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 61
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined variable $theme in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 75
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined array key "bcsts_speed" in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 61
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined variable $theme in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 75
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined array key "bcsts_speed" in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 61
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined variable $theme in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 75
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined array key "bcsts_speed" in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 61
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined variable $theme in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 75
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined array key "bcsts_speed" in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 61
[23-Jun-2025 19:01:44 UTC] PHP Warning:  Undefined variable $theme in /wordpress/wp-content/plugins/barnameha-csts/barnameha-csts.php on line 75
