file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [27-May-2025 22:26:08 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 9
[27-May-2025 22:26:08 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 10
[27-May-2025 22:26:08 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 11
[27-May-2025 22:26:08 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 12
[27-May-2025 22:26:08 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 13
[27-May-2025 22:26:08 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 14
[27-May-2025 22:26:09 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 9
[27-May-2025 22:26:09 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 10
[27-May-2025 22:26:09 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 11
[27-May-2025 22:26:09 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 12
[27-May-2025 22:26:09 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 13
[27-May-2025 22:26:09 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 14
[27-May-2025 22:26:16 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 9
[27-May-2025 22:26:16 UTC] PHP Warning:  Undefined variable $num in /wordpress/wp-content/plugins/wp-ecommerce-payment-gateway-cashbill/wp-ecommerce-cashbill.php on line 10
