file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [04-Jun-2025 16:35:45 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:35:46 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:35:51 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:35:54 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:35:58 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:00 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:05 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:07 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:11 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:12 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:18 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:20 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:24 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:27 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:32 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:34 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:38 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:40 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:46 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:48 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:52 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:36:54 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:37:00 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:37:02 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:37:06 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:37:06 UTC] PHP Deprecated:  Function load_plugin_textdomain was called with an argument that is <strong>deprecated</strong> since version 2.7.0 with no alternative available. in /wordpress/wp-includes/functions.php on line 6121
[04-Jun-2025 16:37:07 UTC] PHP Deprecated:  Required parameter $tag follows optional parameter $content in /wordpress/wp-content/plugins/sql-reporting-services/public/class-sql-reporting-services-public.php on line 124
[04-Jun-2025 16:37:07 UTC] PHP Deprecated:  Function load_plugin_textdomain was called with an argument that is <strong>deprecated</strong> since version 2.7.0 with no alternative available. in /wordpress/wp-includes/functions.php on line 6121
