file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [29-May-2025 13:54:47 UTC] PHP Warning:  Undefined property: WPlupload::$debug in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 35
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key 1 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key 2 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key 1 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key 2 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key 1 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key 2 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key 1 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key 2 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key 1 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key 2 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:48 UTC] PHP Warning:  Undefined array key "action" in /wordpress/wp-content/plugins/wplupload/i8/class.Plugino.php on line 95
[29-May-2025 13:54:48 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function create_function() in /wordpress/wp-content/plugins/wplupload/main.php:82
Stack trace:
#0 /wordpress/wp-content/plugins/wplupload/main.php(705): WPlupload->__construct()
#1 /wordpress/wp-admin/includes/plugin.php(2387): include_once('/wordpress/wp-c...')
#2 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('wplupload/main....')
#3 /internal/eval.php(20): activate_plugin('wplupload/main....')
#4 {main}
  thrown in /wordpress/wp-content/plugins/wplupload/main.php on line 82
[29-May-2025 13:54:56 UTC] PHP Warning:  Undefined property: WPlupload::$debug in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 35
[29-May-2025 13:54:56 UTC] PHP Warning:  Undefined array key 1 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:56 UTC] PHP Warning:  Undefined array key 2 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:56 UTC] PHP Warning:  Undefined array key 1 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:56 UTC] PHP Warning:  Undefined array key 2 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:56 UTC] PHP Warning:  Undefined array key 1 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:56 UTC] PHP Warning:  Undefined array key 2 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:56 UTC] PHP Warning:  Undefined array key 1 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:56 UTC] PHP Warning:  Undefined array key 2 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
[29-May-2025 13:54:56 UTC] PHP Warning:  Undefined array key 1 in /wordpress/wp-content/plugins/wplupload/i8/class.i8Core.php on line 166
