file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [02-May-2025 03:35:17 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 27
[02-May-2025 03:35:17 UTC] PHP Warning:  Undefined array key "jsonly" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 482
[02-May-2025 03:35:17 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 484
[02-May-2025 03:35:17 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 486
[02-May-2025 03:35:17 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 27
[02-May-2025 03:35:17 UTC] PHP Warning:  Undefined array key "jsonly" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 482
[02-May-2025 03:35:17 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 484
[02-May-2025 03:35:17 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 486
[02-May-2025 03:35:25 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 27
[02-May-2025 03:35:25 UTC] PHP Warning:  Undefined array key "jsonly" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 482
[02-May-2025 03:35:25 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 484
[02-May-2025 03:35:25 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 486
[02-May-2025 03:35:26 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 27
[02-May-2025 03:35:26 UTC] PHP Warning:  Undefined array key "jsonly" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 482
[02-May-2025 03:35:26 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 484
[02-May-2025 03:35:26 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 486
[02-May-2025 03:35:34 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 27
[02-May-2025 03:35:34 UTC] PHP Warning:  Undefined array key "jsonly" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 482
[02-May-2025 03:35:34 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 484
[02-May-2025 03:35:34 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 486
[02-May-2025 03:35:35 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 27
[02-May-2025 03:35:35 UTC] PHP Warning:  Undefined array key "jsonly" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 482
[02-May-2025 03:35:35 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 484
[02-May-2025 03:35:35 UTC] PHP Warning:  Undefined array key "type" in /wordpress/wp-content/plugins/tinypic-image-and-video-plugin/tinypic.php on line 486
[02-May-2025 03:36:11 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/tk-event-weather/vendor/freemius/wordpress-sdk/includes/class-fs-logger.php on line 145
[02-May-2025 03:36:14 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/tk-event-weather/vendor/freemius/wordpress-sdk/includes/class-fs-logger.php on line 145
[02-May-2025 03:36:22 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/tk-event-weather/vendor/freemius/wordpress-sdk/includes/class-fs-logger.php on line 145
[02-May-2025 03:36:24 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/tk-event-weather/vendor/freemius/wordpress-sdk/includes/class-fs-logger.php on line 145
[02-May-2025 03:36:32 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/tk-event-weather/vendor/freemius/wordpress-sdk/includes/class-fs-logger.php on line 145
[02-May-2025 03:36:35 UTC] PHP Deprecated:  Required parameter $wrapper follows optional parameter $type in /wordpress/wp-content/plugins/tk-event-weather/vendor/freemius/wordpress-sdk/includes/class-fs-logger.php on line 145
[02-May-2025 03:37:43 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 32
[02-May-2025 03:37:43 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 33
[02-May-2025 03:37:43 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 34
[02-May-2025 03:37:43 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 35
[02-May-2025 03:37:43 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 36
