file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [03-Jul-2025 11:27:55 UTC] PHP Warning:  Undefined array key "page" in /wordpress/wp-content/plugins/basic-dev-tools/includes/tableobject/table_object.php on line 50
[03-Jul-2025 11:27:55 UTC] PHP Warning:  Undefined array key "schedule_manager_add" in /wordpress/wp-content/plugins/basic-dev-tools/includes/cron-manager.php on line 55
[03-Jul-2025 11:27:55 UTC] PHP Warning:  Undefined array key "schedule_manager_edit" in /wordpress/wp-content/plugins/basic-dev-tools/includes/cron-manager.php on line 55
[03-Jul-2025 11:27:55 UTC] PHP Warning:  Undefined array key "page" in /wordpress/wp-content/plugins/basic-dev-tools/includes/tableobject/table_object.php on line 50
[03-Jul-2025 11:27:56 UTC] PHP Warning:  Undefined array key "page" in /wordpress/wp-content/plugins/basic-dev-tools/includes/tableobject/table_object.php on line 50
[03-Jul-2025 11:27:56 UTC] PHP Warning:  Undefined array key "schedule_manager_add" in /wordpress/wp-content/plugins/basic-dev-tools/includes/cron-manager.php on line 55
[03-Jul-2025 11:27:56 UTC] PHP Warning:  Undefined array key "schedule_manager_edit" in /wordpress/wp-content/plugins/basic-dev-tools/includes/cron-manager.php on line 55
[03-Jul-2025 11:27:56 UTC] PHP Warning:  Undefined array key "page" in /wordpress/wp-content/plugins/basic-dev-tools/includes/tableobject/table_object.php on line 50
[03-Jul-2025 11:27:56 UTC] PHP Warning:  Undefined array key "select" in /wordpress/wp-content/plugins/basic-dev-tools/includes/tableobject/table_object.php on line 103
[03-Jul-2025 11:27:56 UTC] PHP Warning:  Undefined array key "query_formats" in /wordpress/wp-content/plugins/basic-dev-tools/includes/tableobject/table_object.php on line 123
[03-Jul-2025 11:27:56 UTC] PHP Notice:  Function wpdb::prepare was called <strong>incorrectly</strong>. The query argument of wpdb::prepare() must have a placeholder. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 3.9.0.) in /wordpress/wp-includes/functions.php on line 6121
[03-Jul-2025 11:27:56 UTC] PHP Notice:  Function wpdb::prepare was called <strong>incorrectly</strong>. The query does not contain the correct number of placeholders (0) for the number of arguments passed (1). Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 4.8.3.) in /wordpress/wp-includes/functions.php on line 6121
[03-Jul-2025 11:28:05 UTC] PHP Warning:  Undefined array key "page" in /wordpress/wp-content/plugins/basic-dev-tools/includes/tableobject/table_object.php on line 50
[03-Jul-2025 11:28:05 UTC] PHP Warning:  Undefined array key "schedule_manager_add" in /wordpress/wp-content/plugins/basic-dev-tools/includes/cron-manager.php on line 55
[03-Jul-2025 11:28:05 UTC] PHP Warning:  Undefined array key "schedule_manager_edit" in /wordpress/wp-content/plugins/basic-dev-tools/includes/cron-manager.php on line 55
[03-Jul-2025 11:28:05 UTC] PHP Warning:  Undefined array key "page" in /wordpress/wp-content/plugins/basic-dev-tools/includes/tableobject/table_object.php on line 50
[03-Jul-2025 11:28:06 UTC] PHP Warning:  Undefined array key "page" in /wordpress/wp-content/plugins/basic-dev-tools/includes/tableobject/table_object.php on line 50
[03-Jul-2025 11:28:06 UTC] PHP Warning:  Undefined array key "schedule_manager_add" in /wordpress/wp-content/plugins/basic-dev-tools/includes/cron-manager.php on line 55
[03-Jul-2025 11:28:06 UTC] PHP Warning:  Undefined array key "schedule_manager_edit" in /wordpress/wp-content/plugins/basic-dev-tools/includes/cron-manager.php on line 55
