file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $is_script follows optional parameter $list in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 21
[07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $handle follows optional parameter $register in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 45
[07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $src_cdn follows optional parameter $register in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 45
[07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $deps follows optional parameter $register in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 45
[07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $ver follows optional parameter $register in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 45
[07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $footer_or_media follows optional parameter $register in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 45
[07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $handle follows optional parameter $register in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 104
[07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $src_cdn follows optional parameter $register in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 104
[07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $deps follows optional parameter $register in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 104
[07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $ver follows optional parameter $register in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 104
[07-Jul-2025 16:36:44 UTC] PHP Deprecated:  Required parameter $footer_or_media follows optional parameter $register in /wordpress/wp-content/plugins/floating-menu-by-logics-buffer/ReduxFramework/ReduxCore/inc/class.redux_cdn.php on line 104
