file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 56
[04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 61
[04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 66
[04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 71
[04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 76
[04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 81
[04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/voice-shopping-for-woocommerce.php on line 86
[04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 137
[04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 138
[04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 139
[04-May-2025 14:26:22 UTC] PHP Notice:  Undefined index: HTTP_USER_AGENT in /wordpress/wp-content/plugins/voice-shopping-for-woocommerce/classes/plugin.php on line 140
