file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [21-May-2025 19:25:32 UTC] PHP Warning:  Undefined array key "merchant_return_link" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 67
[21-May-2025 19:25:32 UTC] PHP Warning:  Undefined array key "mc_gross" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 72
[21-May-2025 19:25:32 UTC] PHP Warning:  Undefined array key "addcart" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 89
[21-May-2025 19:25:32 UTC] PHP Warning:  Undefined array key "cquantity" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 126
[21-May-2025 19:25:32 UTC] PHP Warning:  Undefined array key "delcart" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 143
[21-May-2025 19:25:33 UTC] PHP Warning:  Undefined array key "merchant_return_link" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 67
[21-May-2025 19:25:33 UTC] PHP Warning:  Undefined array key "mc_gross" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 72
[21-May-2025 19:25:33 UTC] PHP Warning:  Undefined array key "addcart" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 89
[21-May-2025 19:25:33 UTC] PHP Warning:  Undefined array key "cquantity" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 126
[21-May-2025 19:25:33 UTC] PHP Warning:  Undefined array key "delcart" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 143
[21-May-2025 19:25:42 UTC] PHP Warning:  Undefined array key "merchant_return_link" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 67
[21-May-2025 19:25:42 UTC] PHP Warning:  Undefined array key "mc_gross" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 72
[21-May-2025 19:25:42 UTC] PHP Warning:  Undefined array key "addcart" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 89
[21-May-2025 19:25:42 UTC] PHP Warning:  Undefined array key "cquantity" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 126
[21-May-2025 19:25:42 UTC] PHP Warning:  Undefined array key "delcart" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 143
[21-May-2025 19:25:42 UTC] PHP Warning:  Undefined array key "merchant_return_link" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 67
[21-May-2025 19:25:42 UTC] PHP Warning:  Undefined array key "mc_gross" in /wordpress/wp-content/plugins/zarinpal-simple-shopping-cart/wp_shopping_cart.php on line 72
