file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/run-cli-j-geJYS3.js:325
        throw new Error($, { cause: h });
              ^

Error: [11-Jun-2025 19:24:05 UTC] PHP Fatal error:  Uncaught Error: Undefined constant "TEXT_DOMAIN" in /wordpress/wp-content/plugins/users-profile-card-widget/users-profile-card-widget.php:621
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('users-profile-c...')
#2 /internal/eval.php(20): activate_plugin('users-profile-c...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/users-profile-card-widget/users-profile-card-widget.php on line 621
[11-Jun-2025 19:24:14 UTC] PHP Fatal error:  Uncaught Error: Undefined constant "TEXT_DOMAIN" in /wordpress/wp-content/plugins/users-profile-card-widget/users-profile-card-widget.php:621
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('users-profile-c...')
#2 /internal/eval.php(20): activate_plugin('users-profile-c...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/users-profile-card-widget/users-profile-card-widget.php on line 621
[11-Jun-2025 19:24:23 UTC] PHP Fatal error:  Uncaught Error: Undefined constant "TEXT_DOMAIN" in /wordpress/wp-content/plugins/users-profile-card-widget/users-profile-card-widget.php:621
Stack trace:
#0 /wordpress/wp-admin/includes/plugin.php(2387): include_once()
#1 /wordpress/wp-admin/includes/plugin.php(673): plugin_sandbox_scrape('users-profile-c...')
#2 /internal/eval.php(20): activate_plugin('users-profile-c...')
#3 {main}
  thrown in /wordpress/wp-content/plugins/users-profile-card-widget/users-profile-card-widget.php on line 621
[11-Jun-2025 19:26:17 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 32
[11-Jun-2025 19:26:17 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 33
[11-Jun-2025 19:26:17 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 34
[11-Jun-2025 19:26:17 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 35
[11-Jun-2025 19:26:17 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 36
[11-Jun-2025 19:26:17 UTC] PHP Warning:  define(): Argument #3 ($case_insensitive) is ignored since declaration of case-insensitive constants is no longer supported in /wordpress/wp-content/plugins/tagline-history/tagline-history.php on line 37
