file:///home/runner/work/playground-tester/playground-tester/node_modules/@wp-playground/cli/index.js:237
        throw new Error(y, { cause: u });
              ^

Error: [02-May-2025 05:50:55 UTC] PHP Deprecated:  Required parameter $instance follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:50:55 UTC] PHP Deprecated:  Required parameter $setting_key follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:50:55 UTC] PHP Deprecated:  Required parameter $field_key follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:50:55 UTC] PHP Deprecated:  Required parameter $setting_std follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:50:56 UTC] PHP Deprecated:  Required parameter $instance follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:50:56 UTC] PHP Deprecated:  Required parameter $setting_key follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:50:56 UTC] PHP Deprecated:  Required parameter $field_key follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:50:56 UTC] PHP Deprecated:  Required parameter $setting_std follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:51:05 UTC] PHP Deprecated:  Required parameter $instance follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:51:05 UTC] PHP Deprecated:  Required parameter $setting_key follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:51:05 UTC] PHP Deprecated:  Required parameter $field_key follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:51:05 UTC] PHP Deprecated:  Required parameter $setting_std follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:51:06 UTC] PHP Deprecated:  Required parameter $instance follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:51:06 UTC] PHP Deprecated:  Required parameter $setting_key follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:51:06 UTC] PHP Deprecated:  Required parameter $field_key follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
[02-May-2025 05:51:06 UTC] PHP Deprecated:  Required parameter $setting_std follows optional parameter $settings in /wordpress/wp-content/plugins/suffice-toolkit/includes/abstracts/abstract-suffice-widget.php on line 445
